flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,thanks.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
<<<<<,left,congruent,69,1,17,left,1,0.5745791000081226,None,17,1,69,0,130.94673480000347,,,,,,,,,130.9353426999878,130.94673480000347,131.93040149996523,131.93040149996523,131.94702659989707,132.51336240000091,left,1,0.5745791000081226,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,70,2,17,left,1,1.0322978999465704,None,17,2,70,3,132.52956029993948,,,,,,,,,132.51644689997192,132.52956029993948,133.51371719990857,133.51371719990857,133.52974259993061,134.54783860000316,left,1,1.0322978999465704,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,71,3,17,right,1,0.5402304999297485,None,17,3,71,1,134.56350509996992,,,,,,,,,134.552115199971,134.56350509996992,135.56366279989015,135.56366279989015,135.56366279989015,136.1163672999246,right,1,0.5402304999297485,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,72,0,18,left,1,0.43319270003121346,None,18,0,72,0,136.13055779994465,,,,,,,,,136.1211436999729,136.13055779994465,137.12961919989903,137.12961919989903,137.12961919989903,137.5650044999784,left,1,0.43319270003121346,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,73,1,18,left,1,1.4959318999899551,None,18,1,73,3,137.5801254999824,,,,,,,,,137.56994009995833,137.5801254999824,138.57975849998184,138.57975849998184,138.57975849998184,140.08112729992718,left,1,1.4959318999899551,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,74,2,18,right,1,0.6046518000075594,None,18,2,74,2,140.09658669994678,,,,,,,,,140.08565969998017,140.09658669994678,141.09639099997003,141.09639099997003,141.09639099997003,141.7144664999796,right,1,0.6046518000075594,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,75,3,18,right,1,0.5283735999837518,None,18,3,75,1,141.73010709998198,,,,,,,,,141.7182363999309,141.73010709998198,142.72921319992747,142.72921319992747,142.72921319992747,143.263260699925,right,1,0.5283735999837518,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>>>>>,right,congruent,76,0,19,right,1,0.4642640999518335,None,19,0,76,1,143.27958859992214,,,,,,,,,143.26356299989857,143.27958859992214,144.2633794998983,144.2633794998983,144.28013879992068,144.73054159991443,right,1,0.4642640999518335,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<<<<,left,congruent,77,1,19,left,1,0.5061149999964982,None,19,1,77,0,144.74687829997856,,,,,,,,,144.7346150999656,144.74687829997856,145.7295646999264,145.7295646999264,145.74679189990275,146.24746689992025,left,1,0.5061149999964982,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
>><>>,left,incongruent,78,2,19,left,1,0.8548459000885487,None,19,2,78,3,146.26339659991208,,,,,,,,,146.25204529997427,146.26339659991208,147.26264249999076,147.26264249999076,147.26264249999076,148.13008969998918,left,1,0.8548459000885487,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
<<><<,right,incongruent,79,3,19,right,1,0.7594505000161007,None,19,3,79,2,148.14635279995855,,,,,,,,,148.13334629999008,148.14635279995855,149.13000539992936,149.13000539992936,149.14693549997173,149.89749819994904,right,1,0.7594505000161007,None,,,,,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8977701999247,149.91301079990808,151.4131843999494,151.39712489990052,participant_3,001,2025-11-10_20h20.37.128,Deeya Flanker,,2025.1.1,59.84601618436987,2025-11-10 20h20.49.848906 +0530,
