flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,thanks.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
>>>>>,right,congruent,69,1,17,right,1,0.3950962999369949,None,17,1,69,1,120.98589859995991,,,,,,,,,120.97455150005408,120.98589859995991,121.96924490004312,121.96924490004312,121.98609430005308,122.3691276999889,right,1,0.3950962999369949,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,70,2,17,left,0,0.3457591999322176,None,17,2,70,2,122.38568479998503,,,,,,,,,122.37248909997288,122.38568479998503,123.3692471999675,123.3692471999675,123.38595560006797,123.71994149999227,left,0,0.3457591999322176,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,71,3,17,left,1,1.3828627999173477,None,17,3,71,3,123.73594869999215,,,,,,,,,123.72389500006102,123.73594869999215,124.73641810007393,124.73641810007393,124.73641810007393,126.11980159999803,left,1,1.3828627999173477,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,72,0,18,left,1,0.568884399952367,None,18,0,72,0,126.13536790001672,,,,,,,,,126.12352460005786,126.13536790001672,127.11935140006244,127.11935140006244,127.13595779996831,127.7021059000399,left,1,0.568884399952367,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,73,1,18,left,1,0.590903399977833,None,18,1,73,3,127.71844069997314,,,,,,,,,127.70508240000345,127.71844069997314,128.70218190003652,128.70218190003652,128.71851140004583,129.30293140001595,left,1,0.590903399977833,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,74,2,18,right,1,0.6034326000371948,None,18,2,74,2,129.318402600009,,,,,,,,,129.3070422000019,129.318402600009,130.31902749999426,130.31902749999426,130.31902749999426,130.93671460007317,right,1,0.6034326000371948,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,75,3,18,right,1,0.446558800060302,None,18,3,75,1,130.95227650005836,,,,,,,,,130.9406447999645,130.95227650005836,131.95231019996572,131.95231019996572,131.95231019996572,132.40374930005055,right,1,0.446558800060302,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>><>>,left,incongruent,76,0,19,left,1,0.635372000047937,None,19,0,76,3,132.41914790007286,,,,,,,,,132.4075764999725,132.41914790007286,133.41848610003944,133.41848610003944,133.41848610003944,134.0688629000215,left,1,0.635372000047937,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<><<,right,incongruent,77,1,19,right,1,0.8200855000177398,None,19,1,77,2,134.085266900016,,,,,,,,,134.07173720002174,134.085266900016,135.06850729999132,135.06850729999132,135.08557600004133,135.9022356000496,right,1,0.8200855000177398,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
<<<<<,left,congruent,78,2,19,left,1,0.6058911000145599,None,19,2,78,0,135.91843459999654,,,,,,,,,135.90572699997574,135.91843459999654,136.90265329997055,136.90265329997055,136.91919609997422,137.5198513000505,left,1,0.6058911000145599,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
>>>>>,right,congruent,79,3,19,right,1,0.6514000999741256,None,19,3,79,1,137.53567280003335,,,,,,,,,137.52407280006446,137.53567280003335,138.5361040000571,138.5361040000571,138.5361040000571,139.20299570006318,right,1,0.6514000999741256,None,,,,,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.20320760004688,139.21845829999074,140.7184455000097,140.70203529996797,participant_4,001,2025-11-11_11h14.18.412,Deeya Flanker,,2025.1.1,60.22416640243083,2025-11-11 11h14.33.512550 +0530,
