flanker,correctAns,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,intro.started,space.started,Instructions.stopped,space.keys,space.rt,space.duration,trial.started,fixation.started,Flankerstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,thanks.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
>>>>>,right,congruent,69,1,17,right,1,0.4196232999674976,None,17,1,69,1,132.43399649998173,,,,,,,,,132.42162759997882,132.43399649998173,133.41695940005593,133.41695940005593,133.4337075999938,133.85159730003215,right,1,0.4196232999674976,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,70,2,17,left,0,0.3703713999129832,None,17,2,70,2,133.86712419986725,,,,,,,,,133.8569537999574,133.86712419986725,134.86630210001022,134.86630210001022,134.86630210001022,135.25105279986747,left,0,0.3703713999129832,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,71,3,17,left,1,0.6910262999590486,None,17,3,71,3,135.26661280007102,,,,,,,,,135.25492780003697,135.26661280007102,136.25056479987688,136.25056479987688,136.26734380004928,136.95096909999847,left,1,0.6910262999590486,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,72,0,18,left,1,0.6488896999508142,None,18,0,72,0,136.96721889986657,,,,,,,,,136.95418559992686,136.96721889986657,137.95067419996485,137.95067419996485,137.9673735999968,138.60147890006192,left,1,0.6488896999508142,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,73,1,18,right,1,0.9426005999557674,None,18,1,73,2,138.61667979997583,,,,,,,,,138.60539879999124,138.61667979997583,139.60069039999507,139.60069039999507,139.61729760002345,140.55076689994894,right,1,0.9426005999557674,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,74,2,18,left,1,1.0941673999186605,None,18,2,74,3,140.5671057999134,,,,,,,,,140.55404099985026,140.5671057999134,141.55066319997422,141.55066319997422,141.56751269986853,142.65152919990942,left,1,1.0941673999186605,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,75,3,18,right,1,0.4994169999845326,None,18,3,75,1,142.66720349993557,,,,,,,,,142.6549811998848,142.66720349993557,143.650564200012,143.650564200012,143.666440699948,144.1522391999606,right,1,0.4994169999845326,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>>>>>,right,congruent,76,0,19,right,1,0.4431010000407696,None,19,0,76,1,144.1673021998722,,,,,,,,,144.15279989992268,144.1673021998722,145.16741129988804,145.16741129988804,145.16741129988804,145.61741039995104,right,1,0.4431010000407696,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<><<,right,incongruent,77,1,19,left,0,0.39322130009531975,None,19,1,77,2,145.63351219985634,,,,,,,,,145.62085589999333,145.63351219985634,146.616985199973,146.616985199973,146.6336496998556,147.0179067000281,left,0,0.39322130009531975,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
<<<<<,left,congruent,78,2,19,left,1,0.70214349986054,None,19,2,78,0,147.0333211000543,,,,,,,,,147.02162349992432,147.0333211000543,148.0336356998887,148.0336356998887,148.0336356998887,148.75015720003285,left,1,0.70214349986054,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
>><>>,left,incongruent,79,3,19,left,1,1.6003542998805642,None,19,3,79,3,148.7663648999296,,,,,,,,,148.75318269990385,148.7663648999296,149.75057030003518,149.75057030003518,149.76702499995008,151.36673390003853,left,1,1.6003542998805642,None,,,,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.36683760001324,151.3828221000731,152.8670787999872,participant_6,001,2025-11-17_16h16.36.527,Deeya Flanker,,2025.1.1,59.98192146483342,2025-11-17 16h16.53.437775 +0530,
